Stationsnummer: 2143
Stationsname: Rekingen
DBLH-Nr: 00621
Gewässer: Rhein
Exportperiode: 1976-01-01 - 2026-08-12
Parameter: Sauerstoff-Sättigung
Parametereinheit: %
Zeitreihe: Tagesmittel
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-04-25 00:00:00;;100.640;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-04-26 00:00:00;;98.582;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-04-27 00:00:00;;98.281;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-04-28 00:00:00;;99.969;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-04-29 00:00:00;;102.628;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-04-30 00:00:00;;103.743;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-01 00:00:00;;103.492;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-02 00:00:00;;102.864;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-03 00:00:00;;102.639;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-04 00:00:00;;100.098;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-05 00:00:00;;98.206;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-06 00:00:00;;100.089;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-07 00:00:00;;102.065;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-08 00:00:00;;101.404;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-09 00:00:00;;100.746;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-10 00:00:00;;101.256;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-11 00:00:00;;104.237;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-12 00:00:00;;105.367;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-13 00:00:00;;104.227;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-14 00:00:00;;102.947;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-15 00:00:00;;103.443;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-16 00:00:00;;104.289;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-17 00:00:00;;104.048;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-18 00:00:00;;104.630;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-19 00:00:00;;103.466;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-20 00:00:00;;104.753;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-21 00:00:00;;103.493;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-22 00:00:00;;99.971;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-23 00:00:00;;100.908;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-24 00:00:00;;100.384;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-25 00:00:00;;101.735;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-26 00:00:00;;101.649;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-27 00:00:00;;101.586;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-28 00:00:00;;99.121;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-29 00:00:00;;98.434;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-30 00:00:00;;98.489;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-05-31 00:00:00;;101.172;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-01 00:00:00;;100.362;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-02 00:00:00;;100.978;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-03 00:00:00;;100.725;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-04 00:00:00;;104.006;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-05 00:00:00;;102.555;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-06 00:00:00;;101.017;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-07 00:00:00;;101.540;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-08 00:00:00;;101.057;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-09 00:00:00;;100.834;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-10 00:00:00;;105.576;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-11 00:00:00;;106.898;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-12 00:00:00;;105.464;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-13 00:00:00;;105.065;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-14 00:00:00;;103.209;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-15 00:00:00;;106.533;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-16 00:00:00;;111.043;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-17 00:00:00;;109.807;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-18 00:00:00;;110.013;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-19 00:00:00;;110.992;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-20 00:00:00;;111.703;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-21 00:00:00;;111.356;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-22 00:00:00;;111.127;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-23 00:00:00;;111.460;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-24 00:00:00;;113.066;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-25 00:00:00;;113.380;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-26 00:00:00;;112.797;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-27 00:00:00;;113.064;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-28 00:00:00;;112.805;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-29 00:00:00;;112.503;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-06-30 00:00:00;;114.106;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-01 00:00:00;;113.565;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-02 00:00:00;;114.231;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-03 00:00:00;;115.149;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-04 00:00:00;;116.027;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-05 00:00:00;;115.816;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-06 00:00:00;;115.508;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-07 00:00:00;;115.482;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-08 00:00:00;;114.601;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-09 00:00:00;;114.441;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-10 00:00:00;;115.120;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-11 00:00:00;;116.055;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-12 00:00:00;;116.607;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-13 00:00:00;;115.972;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-14 00:00:00;;116.148;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-15 00:00:00;;114.954;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-16 00:00:00;;116.668;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-17 00:00:00;;117.588;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-18 00:00:00;;116.484;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-19 00:00:00;;115.361;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-20 00:00:00;;114.573;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-21 00:00:00;;114.904;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-22 00:00:00;;115.550;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-23 00:00:00;;114.879;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-24 00:00:00;;114.306;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-25 00:00:00;;113.029;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-26 00:00:00;;114.941;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-27 00:00:00;;115.707;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-28 00:00:00;;111.865;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-29 00:00:00;;108.827;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-30 00:00:00;;Lücke;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-07-31 00:00:00;;Lücke;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-01 00:00:00;;Lücke;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-02 00:00:00;;Lücke;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-03 00:00:00;;Lücke;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-04 00:00:00;;Lücke;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-05 00:00:00;;Lücke;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-06 00:00:00;;Lücke;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-07 00:00:00;;108.453;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-08 00:00:00;;107.034;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-09 00:00:00;;107.974;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-10 00:00:00;;108.400;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-11 00:00:00;;107.690;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-12 00:00:00;;107.119;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-13 00:00:00;;106.890;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-14 00:00:00;;106.983;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-15 00:00:00;;106.877;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-16 00:00:00;;106.167;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-17 00:00:00;;106.782;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-18 00:00:00;;107.080;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-19 00:00:00;;105.985;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-20 00:00:00;;105.349;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-21 00:00:00;;103.845;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-22 00:00:00;;100.958;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-23 00:00:00;;99.987;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-24 00:00:00;;99.595;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-25 00:00:00;;98.650;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-26 00:00:00;;97.974;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-27 00:00:00;;97.617;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-28 00:00:00;;97.695;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-29 00:00:00;;98.851;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-30 00:00:00;;98.442;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-08-31 00:00:00;;96.661;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-01 00:00:00;;97.728;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-02 00:00:00;;96.312;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-03 00:00:00;;98.599;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-04 00:00:00;;99.521;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-05 00:00:00;;99.677;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-06 00:00:00;;98.669;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-07 00:00:00;;99.595;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-08 00:00:00;;100.106;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-09 00:00:00;;98.840;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-10 00:00:00;;98.102;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-11 00:00:00;;97.560;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-12 00:00:00;;98.280;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-13 00:00:00;;100.189;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-14 00:00:00;;100.325;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-15 00:00:00;;100.091;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-16 00:00:00;;97.016;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-17 00:00:00;;96.009;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-18 00:00:00;;96.057;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-19 00:00:00;;95.860;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-20 00:00:00;;95.431;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-21 00:00:00;;95.738;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-22 00:00:00;;95.815;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-23 00:00:00;;96.138;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-24 00:00:00;;94.920;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-25 00:00:00;;96.849;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-26 00:00:00;;97.814;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-27 00:00:00;;97.381;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-28 00:00:00;;95.722;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-29 00:00:00;;96.437;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-09-30 00:00:00;;97.658;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-01 00:00:00;;98.211;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-02 00:00:00;;97.551;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-03 00:00:00;;96.708;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-04 00:00:00;;97.404;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-05 00:00:00;;96.658;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-06 00:00:00;;97.052;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-07 00:00:00;;94.850;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-08 00:00:00;;89.983;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-09 00:00:00;;90.814;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-10 00:00:00;;91.358;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-11 00:00:00;;91.929;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-12 00:00:00;;89.842;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-13 00:00:00;;89.627;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-14 00:00:00;;87.472;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-15 00:00:00;;88.982;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-16 00:00:00;;89.830;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-17 00:00:00;;90.048;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-18 00:00:00;;86.910;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-19 00:00:00;;88.014;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-20 00:00:00;;90.798;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-21 00:00:00;;92.171;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-22 00:00:00;;92.241;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-23 00:00:00;;91.979;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-24 00:00:00;;90.748;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-25 00:00:00;;91.889;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-26 00:00:00;;92.509;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-27 00:00:00;;94.534;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-28 00:00:00;;95.576;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-29 00:00:00;;95.314;Nicht freigegeben, Rohdaten
Rekingen;2143;Sauerstoff-Sättigung;Tagesmittel;%;Rhein;1980-10-30 00:00:00;;95.052;Nicht freigegeben, Rohdaten
